"Pais","ISO3","Code","BaseN","Cod_Proceso","EstadoProceso","DescProceso","Moneda","Monto","Fecha","Digito"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Abrazaderas de espiga","DOP",366990,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",544369.76,"2024/06/23 20:04:15","5"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",209183.52,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Tornillos de anclaje","DOP",700907.92,"2024/06/23 20:04:15","7"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Tornillos de anclaje","DOP",55248.08,"2024/06/23 20:04:15","5"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Conectores de cables eléctricos","DOP",825408.5,"2024/06/23 20:04:15","8"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Lámparas de sodio de alta presión hid","DOP",196810,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",913165.92,"2024/06/23 20:04:15","9"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",172689.92,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",48000,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Lámparas infrarrojas","DOP",609764.48,"2024/06/23 20:04:15","6"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Lámparas infrarrojas","DOP",1856315,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Alumbrado de la vía pública","DOP",42078540,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Conectores de soporte posterior","DOP",6280800,"2024/06/23 20:04:15","6"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Conectores de soporte posterior","DOP",61741,"2024/06/23 20:04:15","6"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Transformadores de instrumentos","DOP",1223770.6,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Transformadores de instrumentos","DOP",2407691.25,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Transformadores de instrumentos","DOP",2695442,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Transformadores de instrumentos","DOP",3177473,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Transformadores de instrumentos","DOP",915090,"2024/06/23 20:04:15","9"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Postes de cemento o concreto","DOP",551606.7,"2024/06/23 20:04:15","5"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Conectores de soporte posterior","DOP",61741,"2024/06/23 20:04:15","6"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Transformadores de instrumentos","DOP",979016.48,"2024/06/23 20:04:15","9"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Transformadores de instrumentos","DOP",478729.65,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Transformadores de instrumentos","DOP",6909516.4,"2024/06/23 20:04:15","6"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Transformadores de instrumentos","DOP",1846214.79,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Transformadores de instrumentos","DOP",1075791.72,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Conectores de soporte posterior","DOP",293841,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Conectores de soporte posterior","DOP",487919.97,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Accesorios eléctricos","DOP",114460,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Tuercas cuadradas","DOP",210630,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Tuercas cuadradas","DOP",552640.68,"2024/06/23 20:04:15","5"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Accesorios eléctricos","DOP",1149475,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Postes de madera","DOP",1236050,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Accesorios eléctricos","DOP",3969520,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Transformadores de suministro de potencia","DOP",1592716.05,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2023-0001","Proceso adjudicado y celebrado","Accesorios eléctricos","DOP",2421404.8,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Postes de cemento o concreto","DOP",7454841,"2024/06/23 20:04:15","7"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Postes de cemento o concreto","DOP",13534176,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",9867480,"2024/06/23 20:04:15","9"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Conectores de cables eléctricos","DOP",812500,"2024/06/23 20:04:15","8"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Fusibles de clase","DOP",30843.8,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Transformadores de distribución de potencia","DOP",2630852.6,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Transformadores de distribución de potencia","DOP",5033101.5,"2024/06/23 20:04:15","5"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Conectores de cables eléctricos","DOP",11664.3,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Terminales de cable o alambre","DOP",134630.58,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Conectores de cables eléctricos","DOP",91338.08,"2024/06/23 20:04:15","9"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",1109062.5,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Cable de redes","DOP",224679.31,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Cable aislado o forrado","DOP",20295800,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Cable aislado o forrado","DOP",3532150,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Cable aislado o forrado","DOP",889200,"2024/06/23 20:04:15","8"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Cable aislado o forrado","DOP",8028000,"2024/06/23 20:04:15","8"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDESUR-MAE-PEEN-2022-0002","Cancelado","Cable aislado o forrado","DOP",702691.86,"2024/06/23 20:04:15","7"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Cable de redes","DOP",1517750,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Cable de redes","DOP",6779000,"2024/06/23 20:04:15","6"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Cable de redes","DOP",726940,"2024/06/23 20:04:15","7"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Cable de redes","DOP",35738250,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Cable de redes","DOP",163182.5,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Cable de redes","DOP",8211840,"2024/06/23 20:04:15","8"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0003","Proceso adjudicado y celebrado","Cable de redes","DOP",3004118,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Ropa impermeable protectora o ropa para ambiente húmedo","DOP",285560,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0001","Proceso adjudicado y celebrado","Botas de seguridad","DOP",439243.2,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Aisladores","DOP",152120,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Lámparas halógenas","DOP",115187,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Contactores","DOP",1091262,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Lámparas infrarrojas","DOP",1146240,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Lámparas infrarrojas","DOP",371263,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Lámparas infrarrojas","DOP",499702,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",2096840,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Fusibles de clase","DOP",300832,"2024/06/23 20:04:15","3"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Cinta aislante eléctrica","DOP",423666,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Conectores de cables eléctricos","DOP",4877640,"2024/06/23 20:04:15","4"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Kits de empalme de cables","DOP",62900,"2024/06/23 20:04:15","6"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Conectores de cables eléctricos","DOP",53076,"2024/06/23 20:04:15","5"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Terminales de cable o alambre","DOP",162975,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Postes de cemento o concreto","DOP",287601.2,"2024/06/23 20:04:15","2"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Transformadores de distribución de potencia","DOP",1588198.9,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",942703.5,"2024/06/23 20:04:15","9"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Transformadores de distribución de potencia","DOP",16645125,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Lámparas halógenas","DOP",1335464,"2024/06/23 20:04:15","1"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",794288.24,"2024/06/23 20:04:15","7"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Lámparas infrarrojas","DOP",8823425,"2024/06/23 20:04:15","8"
"República Dominicana","DOM","214","Información del Presupuesto General de Emergencias - Lluvias 2023 - Decreto 585-23 y Huracán Fiona - Decreto 537-22 - nivel de objeto (procurement-process-item-level.csv)","EDEESTE-MAE-PEEN-2022-0002","Proceso adjudicado y celebrado","Accesorios del panel de control o distribución","DOP",136692,"2024/06/23 20:04:15","1"
