CODIGO_UNIDAD_COMPRA,UNIDAD_COMPRA,CODIGO_PROCESO,ID_ADJUDICACION,ID_OFERTA,ID_EVALUACION_OFERTA,CODIGO_CONTRATO,RPE,RAZON_SOCIAL,OBJETO_CONTRATO,CARATULA,ESTADO_ADJUDICACION,ESTADO_CONTRATO,FECHA_ADJUDICACION,FECHA_CONFIRMACION_ADJUDICACION,FECHA_APROBACION,FECHA_NOTIFICACION_PROVEEDOR,FECHA_FIRMA_CONTRATO,FECHA_INICIO_CONTRATO,FECHA_FIN_CONTRATO,FECHA_INICIO_ENTREGA,FECHA_FIN_ENTREGA,MONEDA,VALOR_CONTRATADO,METODO_PAGO,PLAZO_PAGO_FACTURA,FECHA_ULTIMA_MODIFICACION,URL_CONTRATO,ESTADO_PROCESO,CODIGO_MODALIDAD,MODALIDAD,TIPO_EXCEPCION,URL,RAZON_SOCIAL_RPE,NUMERO_DOCUMENTO,TIPO_DOCUMENTO,GENERO,TIPO_PERSONA,FORMA_JURIDICA,ES_MIPYME,CERTIFICACION_MICM,CLASIFICACION_EMPRESARIAL,CLASIFICACION_EMPRESARIAL_2,MUNICIPIO,PROVINCIA,REGION,MACROREGION,PAIS,CLASIFICACION_RPE,DETALLE_EXCEPCION,CONTRATO_MIPYME,FECHA_ACTUALIZACION
983,Servicio Nacional de Salud,SNS-MAE-PEEN-2022-0001,DO1.AWD.1288241,DO1.RPL.3238705,DO1.RANL.1249297,SNS-2022-00276,35352,"Constructora Magon, SRL",Obras,"REMOZAMIENTO, REPARACION Y READECUACIÓN DE TRECE (13) CENTROS DE SALUD AGRAVADOS POR EL PASO DEL HURACAN FIONA EN TERRITORIO DOMINICANO",Confirmada y enviada,Activo,04:41.4,03:59.5,null,46:45.2,53:03.6,59:00.0,00:00.0,59:00.0,00:00.0,DOP,36521479,Transferencia,60 días,46:44.5,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1478343&AwardContractDetailId=417983,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1144563,"Constructora Magon, SRL",131002714,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Pequeña empresa,emergencia,True,25:11.6
983,Servicio Nacional de Salud,SNS-MAE-PEEN-2022-0001,DO1.AWD.1288241,DO1.RPL.3246649,DO1.RANL.1264255,SNS-2022-00278,33036,"PROYECTOS HABILES TAVAREZ MADERA, SRL",Obras,"AMPLIACIÓN, READECUACIÓN Y REMOZAMIENTO DE LAS ÁREAS DE HEMODIÁLISIS, PIE DIABÉTICO, EMERGENCIA, TRAUMATOLOGÍA Y MEDIA TENSIÓN DE CENTROS DE SALUD A NIVEL NACIONAL, DIRIGIDO EXCLUSIVAMENTE A MIPYMES",Confirmada y enviada,Activo,04:41.4,03:59.5,null,33:26.7,54:58.9,59:00.0,00:00.0,59:00.0,00:00.0,DOP,21321413,Transferencia,60 días,33:25.1,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1478344&AwardContractDetailId=417985,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1144563,"PROYECTOS HABILES TAVAREZ MADERA, SRL",130951845,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Micro Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Micro empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0002,DO1.AWD.1254017,DO1.RPL.3204894,DO1.RANL.1234901,DCD-2022-00261,17142,"CID Autos, SRL",Bienes,ADQUISICIÓN DE VEHÍCULOS PARA FORTALECER LA RESPUESTA Y MITIGAR EL IMPACTO CAUSADO POR EL HURACAN FIONA EN LAS PROVINCIAS EL SEIBO Y MONTE PLATA.,Confirmada y enviada,Cerrado,42:24.0,01:25.0,null,18:16.6,17:37.2,00:00.0,00:00.0,00:00.0,00:00.0,DOP,5984100,Transferencia,30 días,46:36.1,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1438214&AwardContractDetailId=391026,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1136639,"CID Autos, SRL",130297185,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0007,DO1.AWD.1268038,DO1.RPL.3244011,DO1.RANL.1256032,DCD-2022-00286,71186,"Importadora Fernández García Tejeda IFGATE, SRL",Bienes,"Adquisición de productos e indumentarias textiles para ser utilizado por el personal de la Defensa Civil que realiza operativos y labores de rescate, apoyo a construcción y reconstrucción.",Confirmada y enviada,Cerrado,02:58.1,25:13.4,null,44:07.1,43:12.3,00:00.0,00:00.0,00:00.0,00:00.0,DOP,1162300,Transferencia,30 días,13:17.2,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1453975&AwardContractDetailId=397565,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1144657,"Importadora Fernández García Tejeda IFGATE, SRL",131425003,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Micro Empresa,MIPYME Certificada,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Micro empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0007,DO1.AWD.1268038,DO1.RPL.3243678,DO1.RANL.1256030,DCD-2022-00285,96434,"Legi Group, SRL",Bienes,"Adquisición de productos e indumentarias textiles para ser utilizado por el personal de la Defensa Civil que realiza operativos y labores de rescate, apoyo a construcción y reconstrucción.",Confirmada y enviada,Cerrado,02:58.1,25:13.4,null,40:03.5,38:54.9,00:00.0,00:00.0,00:00.0,00:00.0,DOP,734550,Transferencia,30 días,17:07.0,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1454060&AwardContractDetailId=397564,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1144657,"Legi Group, SRL",132311566,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,LA VEGA,CONCEPCIÓN DE LA VEGA,CIBAO SUR,No Especificada,REPÚBLICA DOMINICANA,MIPYME Mujer - Pequeña empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0004,DO1.AWD.1263748,DO1.RPL.3232297,DO1.RANL.1250264,DCD-2022-00270,600,"Publiplas, SA",Bienes,Adquisición de maquinas y herramientas de extracción y remoción de arboles para fortalecer la capacidad de respuesta en las zonas vulnerables afectadas por el paso del Huracán Fiona.,Confirmada y enviada,Cerrado,45:42.2,40:13.4,null,57:17.0,56:45.0,00:00.0,00:00.0,00:00.0,00:00.0,DOP,1343855,Transferencia,30 días,32:44.6,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1448764&AwardContractDetailId=395674,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1143637,"Publiplas, SA",101500492,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0006,DO1.AWD.1263754,DO1.RPL.3230897,DO1.RANL.1246934,DCD-2022-00277,66771,"Sim Soluciones Integradas de Mercadeo, SRL",Bienes,"Adquisición de equipos de comunicación, telecomunicación y señalización para fortalecer la capacidad de respuesta y mitigar los daños en las zonas vulnerables de las provincias afectadas.",Confirmada y enviada,Cerrado,05:18.6,31:16.7,null,23:17.2,23:12.9,00:00.0,00:00.0,00:00.0,00:00.0,DOP,2300469,Transferencia,30 días,00:22.0,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1449046&AwardContractDetailId=395631,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1143530,"Sim Soluciones Integradas de Mercadeo, SRL",130304531,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Micro Empresa,MIPYME Certificada,null,No Especificada,No Especificada,No Especificada,null,MIPYME Mujer - Micro empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0005,DO1.AWD.1263438,DO1.RPL.3233093,DO1.RANL.1250268,DCD-2022-00274,71186,"Importadora Fernández García Tejeda IFGATE, SRL",Bienes,Adquisición de equipos y herramientas de rescate y protección personal para ser utilizados por los operativos de rescate en la zona este a raíz del impacto del Huracán Fiona.,Confirmada y enviada,Cerrado,39:31.1,53:35.9,null,57:59.8,59:25.3,00:00.0,00:00.0,00:00.0,00:00.0,DOP,2138207,Transferencia,30 días,05:25.1,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1449252&AwardContractDetailId=395644,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1143756,"Importadora Fernández García Tejeda IFGATE, SRL",131425003,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,Si,Si,Micro Empresa,MIPYME Certificada,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Micro empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0005,DO1.AWD.1263438,DO1.RPL.3233193,DO1.RANL.1250269,DCD-2022-00276,84032,"MRO Mantenimiento Operación & Reparación, SRL",Bienes,Adquisición de equipos y herramientas de rescate y protección personal para ser utilizados por los operativos de rescate en la zona este a raíz del impacto del Huracán Fiona.,Confirmada y enviada,Cerrado,39:31.1,53:35.9,null,44:04.3,42:07.7,00:00.0,00:00.0,00:00.0,00:00.0,DOP,39218,Transferencia,30 días,39:49.0,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1449255&AwardContractDetailId=395646,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1143756,"MRO Mantenimiento Operación & Reparación, SRL",131916996,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,SANTO DOMINGO NORTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Pequeña empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0005,DO1.AWD.1263438,DO1.RPL.3223417,DO1.RANL.1246847,DCD-2022-00275,47088,"Serd-Net, SRL",Bienes,Adquisición de equipos y herramientas de rescate y protección personal para ser utilizados por los operativos de rescate en la zona este a raíz del impacto del Huracán Fiona.,Confirmada y enviada,En edición,39:31.1,53:35.9,null,null,49:36.8,00:00.0,00:00.0,00:00.0,00:00.0,DOP,309160,Transferencia,30 días,46:19.8,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1449254&AwardContractDetailId=395645,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1143756,"Serd-Net, SRL",131031021,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,null,No Especificada,No Especificada,No Especificada,null,Pequeña empresa,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0004,DO1.AWD.1263748,DO1.RPL.3229803,DO1.RANL.1246785,DCD-2022-00269,7028,"Bosquesa, S.R.L.",Bienes,Adquisición de maquinas y herramientas de extracción y remoción de arboles para fortalecer la capacidad de respuesta en las zonas vulnerables afectadas por el paso del Huracán Fiona.,Confirmada y enviada,Cerrado,45:42.2,40:13.4,null,16:06.7,16:06.4,00:00.0,00:00.0,00:00.0,00:00.0,DOP,1331276,Transferencia,30 días,53:59.1,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1449250&AwardContractDetailId=395673,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1143637,"Bosquesa, S.R.L.",102330573,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,SANTIAGO DE LOS CABALLEROS,SANTIAGO,CIBAO NORTE,NORTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,True,25:11.6
904,Defensa Civil Dominicana,DCD-MAE-PEEN-2022-0008,DO1.AWD.1283811,DO1.RPL.3243379,DO1.RANL.1255910,DCD-2022-00317,38026,"CUDILLERO, SRL",Bienes,Adquisición de embarcaciones y equipos para fortalecer la respuesta marítima y mitigar el impacto causado por el huracán Fiona en las provincias de la costa este.,Confirmada,Cerrado,25:35.5,null,null,21:51.5,21:48.7,00:00.0,00:00.0,00:00.0,00:00.0,DOP,3483832,Transferencia,30 días,24:43.4,null,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145234,"CUDILLERO, SRL",130790809,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,null,emergencia,False,25:11.6
887,Sistema Nacional de Atención a Emergencias y Seguridad 9-1-1,911-MAE-PEEN-2022-0002,DO1.AWD.1279919,DO1.RPL.3289266,DO1.RANL.1273143,911-2022-00154,42020,"Santana Germán Supply Battery Solar, SRL",Bienes,ADQUISICIÓN DE BATERÍAS PARA SISTEMAS RESPALDO DE LOS PUNTOS DE CÁMARAS Y BTS DE SITIOS DE RADIOCOMUNICACIONES DEL SISTEMA NACIONAL DE ATENCIÓN A EMERGENCIAS Y SEGURIDAD 9-1-1.,Confirmada y enviada,Cerrado,31:00.2,35:54.5,null,35:16.7,36:47.4,00:00.0,00:00.0,00:00.0,00:00.0,DOP,18224992,Transferencia,30 días,38:25.3,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1467321&AwardContractDetailId=412875,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145122,"Santana Germán Supply Battery Solar, SRL",130996598,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,null,No Especificada,No Especificada,No Especificada,null,No clasificada,emergencia,True,25:11.6
887,Sistema Nacional de Atención a Emergencias y Seguridad 9-1-1,911-MAE-PEEN-2022-0001,DO1.AWD.1290613,DO1.RPL.3244230,DO1.RANL.1251669,911-2022-00177,35152,"Aplex Security, SRL",Bienes,"Adquisición de herramientas y materiales para la solución de averías en la planta externa de vídeo vigilancia, tras el paso del Huracán Fiona en el territorio nacional, del Sistema Nacional de Atención a Emergencias y Seguridad 9-1-1.",Confirmada y enviada,Activo,52:39.8,12:30.4,null,50:39.6,50:38.4,00:00.0,00:00.0,00:00.0,00:00.0,DOP,978963,Transferencia,30 días,51:30.2,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1481459&AwardContractDetailId=439546,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145242,"Aplex Security, SRL",130833362,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,SANTIAGO DE LOS CABALLEROS,SANTIAGO,CIBAO NORTE,NORTE,REPÚBLICA DOMINICANA,null,emergencia,False,25:11.6
887,Sistema Nacional de Atención a Emergencias y Seguridad 9-1-1,911-MAE-PEEN-2022-0001,DO1.AWD.1290613,DO1.RPL.3240254,DO1.RANL.1251666,911-2022-00178,85638,"Tecnofijaciones de Dominicana, SRL",Bienes,"Adquisición de herramientas y materiales para la solución de averías en la planta externa de vídeo vigilancia, tras el paso del Huracán Fiona en el territorio nacional, del Sistema Nacional de Atención a Emergencias y Seguridad 9-1-1.",Confirmada y enviada,Activo,52:39.8,12:30.4,null,18:44.2,18:43.4,00:00.0,00:00.0,00:00.0,00:00.0,DOP,1330013,Transferencia,30 días,19:49.7,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1481460&AwardContractDetailId=439547,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1145242,"Tecnofijaciones de Dominicana, SRL",131968856,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,SANTO DOMINGO ESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
815,Empresa Distribuidora de Electricidad del Sur,EDESUR-MAE-PEEN-2022-0001,DO1.AWD.1287601,DO1.RPL.3303894,DO1.RANL.1276135,EDESUR-2022-00347,12649,"Dos-García, SRL",Bienes,Adquisición de Materiales Eléctricos para resolución de averías y mantenimiento de redes en estado de emergencia,Confirmada y enviada,Activo,21:53.0,11:06.4,null,11:44.6,10:12.2,00:00.0,00:00.0,00:00.0,00:00.0,DOP,30367182,Transferencia,60 días,11:44.4,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1477503&AwardContractDetailId=417226,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1159627,"Dos-García, SRL",130571872,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,SANTO DOMINGO OESTE,SANTO DOMINGO,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
815,Empresa Distribuidora de Electricidad del Sur,EDESUR-MAE-PEEN-2022-0001,DO1.AWD.1287601,DO1.RPL.3322121,DO1.RANL.1283820,EDESUR-2022-00348,78834,Electricos Profesionales Elecprof SRL,Bienes,Adquisición de Materiales Eléctricos para resolución de averías y mantenimiento de redes en estado de emergencia,Confirmada y enviada,Activo,21:53.0,11:06.4,null,13:06.3,09:05.2,00:00.0,00:00.0,00:00.0,00:00.0,DOP,7742352,Transferencia,60 días,13:05.7,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1477504&AwardContractDetailId=417227,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1159627,Electricos Profesionales Elecprof SRL,131624545,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,null,No Especificada,No Especificada,No Especificada,null,Mediana empresa,emergencia,True,25:11.6
815,Empresa Distribuidora de Electricidad del Sur,EDESUR-MAE-PEEN-2022-0001,DO1.AWD.1287601,DO1.RPL.3315779,DO1.RANL.1284435,EDESUR-2022-00349,35322,Consorcio Keiko-ACC,Bienes,Adquisición de Materiales Eléctricos para resolución de averías y mantenimiento de redes en estado de emergencia,Confirmada y enviada,Activo,21:53.0,11:06.4,null,17:29.7,16:56.1,00:00.0,00:00.0,00:00.0,00:00.0,DOP,4501000,Transferencia,60 días,17:28.5,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1477701&AwardContractDetailId=417228,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1159627,Consorcio Keiko-ACC,132291875,RNC,Femenino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,No clasificada,emergencia,False,25:11.6
815,Empresa Distribuidora de Electricidad del Sur,EDESUR-MAE-PEEN-2022-0001,DO1.AWD.1287601,DO1.RPL.3323063,DO1.RANL.1284444,EDESUR-2022-00351,54164,"Orbital Electric, SRL",Bienes,:Adquisición de Materiales Eléctricos para resolución de averías y mantenimiento de redes en estado de emergencia,Confirmada y enviada,Activo,21:53.0,11:06.4,null,40:28.8,39:24.4,00:00.0,00:00.0,00:00.0,00:00.0,DOP,1123943,Transferencia,60 días,40:28.6,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1477703&AwardContractDetailId=417230,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1159627,"Orbital Electric, SRL",131231934,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,No,No,No clasificada,Empresa no acogida a la Ley 187-17,SANTIAGO DE LOS CABALLEROS,SANTIAGO,CIBAO NORTE,NORTE,REPÚBLICA DOMINICANA,null,emergencia,False,25:11.6
815,Empresa Distribuidora de Electricidad del Sur,EDESUR-MAE-PEEN-2022-0001,DO1.AWD.1287601,DO1.RPL.3322122,DO1.RANL.1283821,EDESUR-2022-00352,14915,"Electrocable International Group, SRL",Bienes,Adquisición de Materiales Eléctricos para resolución de averías y mantenimiento de redes en estado de emergencia,Confirmada y enviada,Activo,21:53.0,11:06.4,null,38:26.8,37:34.2,00:00.0,00:00.0,00:00.0,00:00.0,DOP,14023415,Transferencia,60 días,38:26.1,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1477704&AwardContractDetailId=417231,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1159627,"Electrocable International Group, SRL",130658323,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
815,Empresa Distribuidora de Electricidad del Sur,EDESUR-MAE-PEEN-2022-0001,DO1.AWD.1287601,DO1.RPL.3302469,DO1.RANL.1276112,EDESUR-2022-00346,12474,"Home Electric Import, SRL",Bienes,Adquisición de Materiales Eléctricos para resolución de averías y mantenimiento de redes en estado de emergencia,Confirmada y enviada,Activo,21:53.0,11:06.4,null,09:34.1,08:40.8,00:00.0,00:00.0,00:00.0,00:00.0,DOP,192057,Transferencia,60 días,09:33.8,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1477502&AwardContractDetailId=417225,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1159627,"Home Electric Import, SRL",130599947,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Mediana Empresa,MIPYME Certificada,DISTRITO NACIONAL,DISTRITO NACIONAL,OZAMA O METROPOLITANA,SURESTE,REPÚBLICA DOMINICANA,Mediana empresa,emergencia,True,25:11.6
815,Empresa Distribuidora de Electricidad del Sur,EDESUR-MAE-PEEN-2022-0001,DO1.AWD.1287601,DO1.RPL.3296825,DO1.RANL.1273838,EDESUR-2022-00344,8110,"Naftex Internacional, SRL",Bienes,Adquisición de Materiales Eléctricos para resolución de averías y mantenimiento de redes en estado de emergencia,Confirmada y enviada,Activo,21:53.0,11:06.4,null,30:07.3,30:39.0,00:00.0,00:00.0,00:00.0,00:00.0,DOP,261110,Transferencia,60 días,30:06.4,https://comunidad.comprasdominicana.gob.do/Public/Tendering/ContractDetailView/Index?UniqueIdentifier=DO1.PCCNTR.1477601&AwardContractDetailId=417223,Proceso adjudicado y celebrado,PEEN,Procesos de Excepción,emergencia,https://comunidad.comprasdominicana.gob.do//Public/Tendering/OpportunityDetail/Index?noticeUID=DO1.NTC.1159627,"Naftex Internacional, SRL",130250405,RNC,Masculino,Persona Jurídica,Sociedades Comerciales,Si,Si,Pequeña Empresa,MIPYME Certificada,SAN CRISTÓBAL,SAN CRISTÓBAL,VALDESIA,SUROESTE,REPÚBLICA DOMINICANA,Pequeña empresa,emergencia,True,25:11.6
